user_id,recommended_items
907179,1053452 2778525 1244196 1386412 657183
907409,1606360 660035 181004 1846980 1540534
907470,35677 2719617 1516336 306724 1725193
907904,183442 574598 1369864 1358161 216920
908218,882543 505157 1362357 2246580 2275611
908238,1593289 1185847 1586072 2439966 2768923
908352,1053452 2778525 1244196 1386412 657183
908708,1088987 2406712 570383 2069813 144119
909198,882543 2752423 859242 1840914 1725193
909323,1796993 2828750 2009453 838799 980478
910339,1129576 1981457 2239159 576426 330019
910610,984114 2044303 134624 238571 370820
911388,2719617 1088987 2406712 1671267 144119
912064,692994 265187 2631964 479595 811517
912069,1053452 2778525 1244196 1386412 657183
912922,952102 984114 2592829 134624 2713312
913286,1216431 2256370 1115692 1308032 2353116
913492,2778662 967970 1014523 2127477 2589086
913634,478799 2791778 979124 990802 1250639
913883,389334 2645314 594119 538944 306724
914158,1165605 882543 1843411 1760592 1301191
914182,1836572 92454 573346 992832 497730
914284,882543 636889 1615362 1413540 1976901
914850,2108935 377107 1559886 487795 1154974
915310,1053452 2778525 1244196 1386412 657183
915322,1056667 1437485 2301803 751244 880503
915596,1249278 2778662 1294351 1065475 2283530
915690,984114 2592829 2192333 134624 178239
916607,771416 1516336 370820 841721 306724
917512,771416 1905117 930591 841721 2279599
917876,882543 1624781 139004 2774733 2592829
918202,2348573 1836572 455510 345338 2417391
918246,1960599 2516900 440569 1898748 479595
918341,1836572 1641398 467643 1777100 1551883
918730,882543 2423973 2716452 2556695 2518350
919124,1843150 1871576 2770854 1333359 1961467
919444,1238924 81952 1088968 1187699 95911
919876,882543 1016436 139004 1382937 2774733
920495,2719617 1328711 771416 1571702 841721
921887,2593483 58071 2686805 1014523 478799
921934,882543 139004 2774733 255085 1413540
922014,2719617 2774733 306724 1725193 2420756
922261,2456017 2578024 2307967 2508585 592505
922650,771416 2556695 841721 1930007 717673
922774,2686805 1165869 850402 970015 1459471
923097,595394 274167 1050482 700258 2083394
923224,58071 2673008 59721 455510 943579
923673,2342621 479851 467643 1777100 549646
923766,984114 782713 2192333 238571 548859
924067,882543 516263 2300127 1725193 121929
924089,381044 2588490 1134495 1974596 2024976
924159,139004 1014523 2306574 190606 397974
924248,2712481 1387396 684089 526800 1989397
924276,882543 139004 2014172 1894914 1638971
925527,1016436 1189146 1382937 2253107 397974
925621,882543 139004 1516336 1952969 306724
925951,2705759 2253107 1861093 1289213 1472851
926447,882543 16356 139004 1413540 988306
926506,1819277 1704842 21333 302727 1090792
926663,1978534 1785216 1292626 1520888 2364918
927172,2165626 1340066 967970 1014523 391954
927209,47583 749431 1834588 541766 721214
928221,952102 984114 139004 2044303 782713
928302,2719617 2050227 139004 257339 1574295
928505,731126 2259652 2038259 2146119 2315271
928744,830345 595303 1273011 917938 2168063
928875,1053452 2778525 1244196 1386412 657183
929638,1496156 611837 2716452 2552625 2509024
929673,139004 2774733 926828 1413540 2089810
929679,614356 1809836 2774733 1285850 2763004
929858,1053452 2778525 1244196 1386412 657183
930052,139004 988140 2044303 306724 614476
930380,1624781 139004 2774733 1413540 306724
931236,139004 1014523 2686805 712209 275929
931254,1088987 2406712 189845 2331463 144119
931431,360955 1752461 2048983 232919 966812
931769,1244787 389334 2828750 687478 2171316
931971,1053452 2778525 1244196 1386412 657183
932124,2719617 771416 1516336 841721 306724
932343,1907046 2157469 595394 1648491 2323802
932934,1053452 2778525 1244196 1386412 657183
933186,830631 1169472 423121 535570 710856
933222,1646190 1575243 660938 1562911 744000
933364,139004 2752423 1521930 2444587 1596124
933606,882543 139004 2774733 440569 370820
933623,882543 1016436 1382937 2716452 440569
934300,882543 139004 440569 1413540 306724
934600,882543 139004 782713 238571 548859
934801,1053452 2778525 1244196 1386412 657183
934827,2721169 592559 569568 1355739 392352
934934,2382710 1641398 155214 1551883 2778442
935548,771416 1516336 841721 306724 2619962
935805,882543 139004 1078888 1413540 33197
935928,1398047 2759789 2382710 2290678 1707227
936327,882543 1016436 2719617 1382937 1078888
936672,2719617 1068933 2071234 1418028 306724
936712,1155792 1201831 578684 2098276 1150748
937200,1016436 1382937 275929 712209 255085
937407,1053452 2778525 1244196 1386412 657183
938054,1053452 2778525 1244196 1386412 657183
938272,139004 2065029 1413540 1203340 306724
938306,139004 712209 275929 397974 255085
938410,1624781 952102 984114 988140 2044303
939219,139004 2774733 134624 548859 1413540
939700,2719617 139004 771416 1413540 841721
940869,1155556 2730930 1392852 2070690 1223226
941196,882543 1016436 1189146 1382937 2253107
941395,139004 190606 275929 397974 1413540
942155,882543 1016436 1382937 139004 1749097
942348,1053452 2778525 1244196 1386412 657183
942506,952102 984114 306724 1725193 614476
943055,2712481 2353771 1387396 1796993 442172
943508,2218230 1018726 1316860 2752423 1028918
943720,1624781 952102 984114 2044303 306724
944449,2719617 139004 2774733 306724 2776360
944723,307099 2132793 907363 138419 1423751
945585,2719617 1967629 306724 1198429 2796183
945851,2719617 771416 2752423 1516336 841721
946058,1053452 2778525 1244196 1386412 657183
946204,1480251 275929 712209 255085 2207091
946553,882543 139004 988140 782713 1413540
946648,276159 1923330 2666755 789747 2171866
947049,139004 275929 712209 255085 1413540
947082,141176 1160822 2265526 522809 2631964
947221,882543 984114 139004 2192333 306724
947223,2158063 731325 2478900 1074368 1419600
947642,1591624 1819277 1935876 49606 23808
948202,2289895 2256370 1115692 2459186 399598
948233,882543 139004 712209 275929 397974
949844,1053452 2778525 1244196 1386412 657183
949968,1053452 2778525 1244196 1386412 657183
950348,882543 2719617 139004 771416 1413540
950545,2719617 139004 771416 1516336 841721
950769,882543 139004 2044303 782713 238571
950829,882543 2719617 782713 2592829 2192333
950839,440569 479595 2518350 2174040 2185179
950877,2348573 2705759 1861093 1829565 1281739
950913,505157 997790 827566 2086015 2439554
951034,307099 2132793 138419 907363 1423751
952484,882543 1624781 952102 2719617 139004
952854,984114 139004 238571 2713312 2192333
952979,1053452 2778525 1244196 1386412 657183
953452,459760 1952969 1143278 1206455 306724
953622,2705759 1836572 1659407 1861093 368471
953661,2257874 2643193 675129 1728410 1516336
953773,771416 841721 370820 306724 1090792
954438,1717400 536710 1519714 2562780 1360864
954948,2719617 771416 1516336 841721 306724
954952,882543 139004 782713 238571 1413540
954999,2778201 1376234 1078888 1044527 1549855
955411,139004 275929 712209 255085 397974
955590,1836572 1615362 1976901 2655876 2420756
955720,1901910 1565316 2258544 1757829 452334
956095,139004 275929 712209 397974 1413540
956242,265522 2354859 1836572 1785216 1112000
956304,882543 1016436 2719617 139004 1382937
956317,882543 139004 238571 1413540 1516336
956951,2289895 1474679 1514815 1479541 272222
957060,636889 139004 1413540 1516336 370820
957446,2289895 2309131 867442 2703849 281452
958899,1053452 2778525 1244196 1386412 657183
960104,1139663 1519714 275929 397974 255085
960371,882543 1016436 139004 1382937 2306574
961007,882543 139004 2752423 2774733 1413540
961234,1053452 2778525 1244196 1386412 657183
961727,1053452 2778525 1244196 1386412 657183
962001,2288244 2724276 2423893 2118847 2374971
962083,882543 2719617 771416 1516336 841721
962296,882543 139004 2774733 440569 1413540
962497,1053452 2778525 1244196 1386412 657183
962509,139004 771416 1413540 841721 306724
962637,882543 139004 2774733 440569 1413540
962823,2645314 178239 594119 538944 323833
963079,660938 2048983 2830138 1725193 2744494
963208,1624781 952102 2719617 139004 548859
963456,1130730 2018868 2334188 2759974 1943713
963710,161269 459760 1627267 1561878 2478900
964019,899111 117291 1267146 2448087 95676
964901,1978534 255085 1725193 2776360 2054114
965376,1053452 2778525 1244196 1386412 657183
965555,1218572 1071532 747193 731325 1714934
965978,1016436 1382937 325294 2306574 2763004
966046,381044 1978534 1321367 1134495 1893587
966692,952102 984114 2192333 2592829 2713312
966973,1317915 2154014 682915 942497 1070094
967271,1053452 2778525 1244196 1386412 657183
967915,952102 984114 782713 238571 1952969
968030,2759350 2155146 1141074 1531858 455510
968045,139004 771416 275929 1516336 841721
968354,2759350 300053 771416 2229274 1967629
968986,882543 1843411 2244175 956110 2275611
970042,1867675 2325510 1841463 1499162 2348229
970373,139004 2774733 255085 1413540 1516336
970531,882543 2107221 1749097 2086015 466593
970939,1074013 1079971 1630527 2404405 2208601
971564,882543 984114 2044303 2774733 48646
972018,2348573 309333 1072942 1930991 1551777
972204,2719617 139004 771416 2752423 1516336
972213,1016436 1382937 1923330 243252 1348314
972498,139004 2752423 1321367 1521930 1596124
972825,952102 782713 2713312 2192333 548859
972922,882543 1760592 2284421 850988 1301191
973044,2719617 712209 275929 255085 397974
973163,1624781 2774733 134624 1413540 306724
973419,1074013 1079971 1630527 2404405 2208601
973581,2705759 1064821 2096789 1641398 1861093
973634,801479 2621946 2069813 109031 1213969
973663,1624781 1615362 1976901 370820 306724
974268,1836572 378726 2631964 368471 2174040
974875,882543 139004 2752423 440569 1516336
974909,350611 2107221 340121 789804 1297941
974926,882543 2719617 139004 440569 1413540
975101,2559475 1856606 1310205 1262409 497085
975162,2348573 2705759 1861093 2478900 2778442
975423,2239755 2342621 467643 1533560 1777100
976058,1053452 2778525 1244196 1386412 657183
976863,1755502 2719617 2621946 570383 2069813
977056,21333 1704842 302727 2124935 1090792
977213,952102 984114 782713 2192333 2592829
977285,859242 1560853 1840914 964087 611630
977856,2719617 340121 709713 1981600 261126
979075,1053452 2778525 1244196 1386412 657183
979422,1088987 2406712 1321367 144119 1516336
979432,226371 73218 2146119 2470865 190606
979457,882543 134624 2192333 2713312 306724
979577,2470569 551925 1398047 388112 1641398
979993,984114 2044303 134624 2192333 2592829
980167,1053452 2778525 1244196 1386412 657183
980297,1053452 2778525 1244196 1386412 657183
980344,882543 744945 1321367 311944 2270687
980538,999151 698891 1370919 842065 1686060
981526,952102 2719617 782713 2592829 2713312
981696,139004 712209 275929 255085 440569
982219,1053452 2778525 1244196 1386412 657183
982774,1053452 2778525 1244196 1386412 657183
983217,1053452 2778525 1244196 1386412 657183
983512,2354859 1978534 1785216 1112000 910359
983622,2719617 2143484 771416 1516336 841721
983769,882543 1836572 378726 2631964 440569
984164,2545040 292139 9054 306724 452698
984248,2719617 2257874 2716452 1728410 440569
984837,882543 229304 505157 2246580 2304657
984904,2759350 1194436 2719617 139004 26304
985022,1203065 894515 2407273 1100806 1137711
985392,1659407 1836572 567823 1615362 2478900
986235,952102 139004 771416 1413540 841721
986272,608508 878413 616365 226623 2226505
986332,882543 2719617 771416 440569 1615362
986401,1053452 2778525 1244196 1386412 657183
986507,1016436 1382937 1078888 2726863 2716452
987031,35677 1689895 1324922 1338810 2021391
987637,1053452 2778525 1244196 1386412 657183
987794,2358688 771416 2752423 930591 1384264
988205,1591624 2182526 1935876 49606 23808
988481,77504 1904269 2748150 2371142 1824686
988868,1213969 370820 306724 757374 306427
989260,2719617 139004 771416 548859 1516336
989272,2348573 1319362 1836572 1978534 653365
989403,1189146 2253107 2710106 1615362 1646883
989932,1672211 436574 2310939 952014 1193717
989950,636889 2306574 190606 1413540 1516336
990002,2759350 771416 2752423 841721 717673
990444,1836572 1345405 2651516 425910 2559923
990635,1053452 2778525 1244196 1386412 657183
990779,1071532 275929 712209 397974 255085
990881,882543 984114 2719617 139004 2592829
991647,2719617 1328711 1571702 128644 1292557
991914,882543 2719617 139004 2774733 2300127
991986,1624781 952102 2713312 134624 548859
992168,1646190 506115 2320399 1959963 334780
992771,1905117 2168063 1384264 2279599 983679
993373,1053452 2778525 1244196 1386412 657183
994702,139004 2645314 178239 306724 1785127
994883,2716169 1981831 2207091 2589412 1516336
995102,215982 873699 2564347 1408111 2116146
995728,2257874 2643193 675129 1728410 1516336
995793,1624781 2719617 988140 1952969 306724
995904,2348573 2018868 1749097 2759974 1943713
995972,2705759 2409634 746757 1861093 1877578
996137,984114 2713312 134624 2592829 548859
996586,1982112 2263482 452698 121026 330829
996641,2719617 771416 841721 717673 29457
996981,882543 2719617 139004 771416 1516336
998287,1624781 952102 984114 782713 238571
998803,2719617 771416 478799 2207091 841721
998981,882543 1624781 139004 782713 134624
999567,1053452 2778525 1244196 1386412 657183
999708,882543 2830138 1725193 306724 2744494
999829,984114 988140 2713312 134624 306724
999911,882543 2774733 1321367 134624 238571
1000051,882543 139004 771416 238571 440569
1000450,1755502 570383 109031 1213969 648824
1001023,460717 1016436 1382937 2306574 2763004
1001064,2290678 1707227 179716 2423973 862371
1001283,882543 139004 988140 548859 1413540
1001539,882543 139004 2774733 2716452 440569
1001684,1239082 162125 2220227 1970820 2085065
1002222,1088987 2406712 1355739 144119 731325
1003434,2043929 1728147 143830 2163175 2489878
1003554,515031 2788208 2252759 771175 666889
1003865,882543 139004 2752423 190606 1413540
1003929,2719617 139004 771416 1516336 841721
1004442,313851 2289895 1226980 2353116 1587872
1004644,882543 1016436 1382937 139004 2774733
1004786,579292 139004 2306574 1413540 1670804
1005053,2719617 139004 771416 782713 1516336
1005299,1203065 1898571 2654710 1465313 2424679
1005659,1321367 1516336 2721098 2270687 2619962
1005794,1659407 1836572 1978534 370820 2420756
1006216,1671267 1819277 1704842 21333 2124935
1006791,2719617 771416 1516336 841721 370820
1007005,744945 311944 660938 881364 2457247
1007502,139004 771416 1413540 841721 306724
1007547,882543 2719617 139004 440569 1413540
1007858,882543 139004 2774733 440569 1413540
1007928,1228746 2158063 731325 2478900 1074368
1008137,952102 139004 771416 1516336 841721
1008176,882543 2719617 139004 771416 1516336
1008931,2645314 178239 594119 306724 1669272
1009055,139004 712209 275929 397974 255085
1009945,984114 988140 782713 2713312 2192333
1010150,1053452 2778525 1244196 1386412 657183
1010950,1624781 952102 984114 2719617 782713
1011011,882543 775484 1725193 2054114 935602
1011555,882543 1016436 1382937 139004 2306574
1012049,882543 2192333 1615362 1516336 1976901
1012096,2719617 771416 1516336 841721 306724
1012343,2719617 139004 771416 1516336 841721
1012377,1330328 1025299 454934 434699 2481419
1012861,2759350 1531858 2556695 979124 2169428
1013649,882543 139004 275929 712209 397974
1013734,1755502 570383 2069813 109031 1218780
1014111,882543 139004 771416 1413540 841721
1014733,2721169 1355739 480007 2158063 731325
1015058,139004 988140 2044303 238571 2192333
1015289,882543 139004 397974 440569 1413540
1015384,1218572 747193 2182484 190606 874263
1015462,1714427 1718180 1725193 121929 2054114
1015833,1053452 2778525 1244196 1386412 657183
1015853,2631964 440569 2556695 479595 2174040
1016093,1053452 2778525 1244196 1386412 657183
1016175,830073 2719617 1749097 771416 1516336
1016264,1016436 2719617 1382937 1321367 1981600
1016456,882543 1016436 1382937 2716452 440569
1016635,2759350 771416 1749097 2752423 1141074
1016798,1550605 698651 2561741 2734053 1376234
1016942,2719617 612155 1864789 1328711 1571702
1017093,2302683 1659407 370820 2417391 2420756
1018197,2719617 771416 440569 841721 2402847
1018472,463226 1042335 1128805 2423973 440569
1018680,984114 139004 988140 1749097 782713
1018817,2719617 771416 2752423 841721 306724
1018872,2719617 139004 771416 1516336 841721
1018979,1088987 2406712 275929 255085 397974
1019038,988140 1749097 2594163 83460 645719
1019243,2719617 771416 238571 1516336 1952969
1019703,952102 2044303 2713312 238571 2592829
1020128,712209 397974 1516336 306724 2776360
1020454,381044 2588490 1978534 1134495 1520888
1020604,1189146 2253107 2069813 1615362 370820
1020698,801479 1755502 2143484 2621946 570383
1021163,370820 306724 306427 704201 29457
1021403,2719617 139004 771416 1516336 841721
1021890,2719617 1088987 2406712 1321367 144119
1021961,139004 255085 397974 479595 306724
1022315,1053452 2778525 1244196 1386412 657183
1022491,882543 2719617 139004 771416 440569
1022837,478799 1836572 275929 712209 397974
1023115,984114 238571 1952969 306724 1725193
1024917,2763004 275929 712209 255085 397974
1025056,2719617 771416 1321367 1516336 2270687
1025513,2719617 1088987 771416 2406712 144119
1025533,139004 2752423 1321367 1413540 2721098
1025666,1053452 2778525 1244196 1386412 657183
1026299,2650926 2235265 332482 2518350 2303907
1026320,1624781 952102 984114 988140 2592829
1027225,1777100 368471 2771189 451445 1640213
1027272,1165605 882543 139004 827566 2086015
1027515,2337857 275929 712209 255085 397974
1027966,2778201 2752423 1521930 2077189 1596124
1028597,882543 139004 2044303 2592829 1413540
1028766,1053452 2778525 1244196 1386412 657183
1029014,2759350 771416 841721 370820 2402847
1029653,882543 1624781 2719617 1615362 1952969
1029722,882543 2719617 139004 771416 1413540
1029891,882543 2719617 139004 771416 440569
1030087,882543 1624781 782713 238571 2592829
1030329,2721169 569568 1355739 1888822 1044973
1030801,882543 2719617 771416 1321367 1516336
1032241,1053452 2778525 1244196 1386412 657183
1032383,1932410 1241609 2039641 2335832 2268358
1032466,636889 1615362 48646 1465313 1976901
1033754,1053452 2778525 1244196 1386412 657183
1033802,943330 2182661 2063265 104283 628582
1034187,2719617 139004 771416 1749097 1516336
1034484,882543 139004 2371498 1728147 2439554
1034847,1088987 2406712 144119 1516336 64039
1035011,1053452 2778525 1244196 1386412 657183
1035135,2648928 2444587 1596124 500417 2670034
1035473,882543 139004 2774733 134624 1413540
1035540,139004 712209 275929 397974 1413540
1037016,734196 648857 285749 26304 252137
1037048,2289895 2309131 1587872 1128927 851798
1038064,275929 712209 397974 255085 440569
1038342,374376 942253 1694879 2288524 761082
1038601,882543 1018726 1888822 997790 2077275
1038789,952102 2719617 2044303 2713312 1516336
1038824,940554 2656338 2756654 2110288 1961546
1038850,1230659 1480251 2207091 1413540 337370
1039230,1978534 2774733 1615362 1976901 2417391
1039474,984114 988140 2044303 2592829 134624
1039602,1053452 2778525 1244196 1386412 657183
1039643,2719617 1328711 1571702 2256942 128644
1039649,389334 2645314 178239 594119 538944
1040037,882543 139004 1193717 2716452 968392
1040171,882543 1016436 2719617 1382937 440569
1041033,882543 2719617 771416 440569 1516336
1042735,882543 1129899 2013935 1615362 505407
1042899,47583 749431 1834588 541766 721214
1043769,1078888 1230659 1455644 2470865 1480251
1043848,1053452 2778525 1244196 1386412 657183
1045445,1053452 2778525 1244196 1386412 657183
1045788,1597482 914866 1321367 1602405 1300830
1045923,269512 1714427 311944 660938 2272378
1045983,2719617 139004 771416 1516336 841721
1046170,2358688 478799 2631964 479595 2518350
1046343,2631964 479595 1257913 984916 923364
1046557,642020 933485 2598619 2282684 347562
1046590,1706622 103079 731325 2158063 2578024
1046640,1624781 952102 2719617 771416 2192333
1046670,882543 139004 174892 2774733 2304657
1046969,698891 2155991 2269134 2403671 1940608
1047724,139004 2470865 2306574 190606 712209
1047763,771416 2406712 370820 841721 306427
1047817,882543 2774733 1413540 1725193 306724
1047831,2719617 139004 771416 1516336 841721
1047909,2759350 2719617 771416 2556695 306724
1048316,882543 1016436 1382937 139004 771416
1048864,2719617 771416 1516336 841721 306724
1049217,1001431 1864789 1141074 1384264 345173
1049490,139004 771416 1516336 841721 306724
1049595,1755502 1876698 2069813 2631964 2366932
1049735,2645314 594119 1785127 2659160 1669272
1049850,380595 1211336 2360803 1729705 35319
1050009,984114 2044303 2192333 238571 2592829
1050630,1257913 2631964 479595 2556695 923364
1050949,1014523 190606 712209 275929 397974
1050953,1155556 2752423 1321367 2207091 2270687
1051240,2759350 1967629 440569 2828750 306724
1051292,882543 139004 771416 2774733 1516336
1051337,2827170 2127477 2589086 190606 1350893
1051345,1624781 984114 172858 988140 2044303
1051353,771416 2250299 790148 2174040 841721
1051471,1624781 952102 139004 1749097 782713
1052102,882543 35677 2719617 139004 2828750
1052107,1850794 2621946 570383 440569 479595
1052809,2719617 771416 1321367 2716452 1516336
1053370,2827170 2515078 2127477 190606 455510
1053464,139004 2752423 2306574 1521930 1893587
1054347,1165223 1319581 2629798 51108 1981831
1054487,2436828 1576725 2574941 118115 2045717
1055004,1477734 1755502 796373 2039641 109031
1055047,882543 952102 984114 782713 134624
1055502,771416 2752423 1516336 841721 306724
1055624,801479 1755502 2366932 2071234 306724
1055645,139004 771416 440569 1516336 841721
1055715,2450694 1898849 273279 2571055 691437
1055846,882543 2719617 139004 988140 2044303
1056123,1053452 2778525 1244196 1386412 657183
1056173,952102 988140 2192333 1952969 306724
1056513,794365 1782499 1840430 2716452 2740412
1056557,882543 988140 782713 238571 440569
1056753,801479 2719617 1042196 243252 440569
1057138,1053452 2778525 1244196 1386412 657183
1057831,882543 139004 771416 2752423 1321367
1058224,1624781 984114 988140 782713 2592829
1059036,1053452 2778525 1244196 1386412 657183
1059207,636889 311317 1413540 2486053 642488
1059238,2358688 2752423 2686805 2306574 26304
1059271,813931 2063098 1490822 2705558 1988471
1059852,2593483 2155146 1911499 2331710 2433829
1059933,636889 2218230 2779857 1088968 2602013
1060183,1246024 1660565 956277 2635254 984916
1060839,882543 1016436 2719617 1382937 139004
1060929,1053452 2778525 1244196 1386412 657183
1060933,1755502 2069813 1461004 306724 2082622
1061115,882543 1016436 2719617 139004 1382937
1061447,1090310 1020200 2216592 1826 2608328
1062354,1053452 2778525 1244196 1386412 657183
1062819,2827170 2515078 2589086 190606 2306574
1063560,716019 1437485 160181 2021532 1706918
1063561,952102 2719617 2044303 2192333 2713312
1064475,882543 139004 2752423 1321367 21504
1064481,1423795 515119 261467 586804 1233396
1064700,166946 267654 408842 349653 2253113
1065005,2358688 2752423 1521930 2171866 1596124
1065079,1983719 2774733 2348591 1725193 2054114
1065208,1226980 101403 281452 1063844 700387
1065315,1053452 2778525 1244196 1386412 657183
1065393,984114 988140 238571 2713312 134624
1065398,882543 1854085 139004 1413540 2486053
1065441,1053452 2778525 1244196 1386412 657183
1065508,830073 2719617 1864789 1749097 1141074
1065656,882543 1624781 139004 988140 782713
1065910,2759350 2719617 771416 1516336 841721
1066054,882543 952102 984114 2044303 2774733
1066483,882543 1016436 2719617 139004 1382937
1066571,1053452 2778525 1244196 1386412 657183
1066733,1607107 2048343 419181 1215656 2141796
1066878,1225403 1321367 1088968 2721098 2270687
1067784,2477239 188562 2197685 95676 2530507
1067847,801479 1755502 2143484 2621946 570383
1068060,1023081 458062 2631964 14996 2367100
1068393,882543 952102 2719617 2044303 782713
1068458,2759350 139004 2774733 1531858 2828750
1068549,972388 1287323 2813646 1982510 2701725
1068604,2382710 1836572 378726 2821965 2671176
1068818,2698468 636889 1894914 238740 2166538
1068821,882543 139004 1413540 306724 1725193
1068837,2825431 1417876 129847 1041132 1701534
1068863,1593289 724014 1420908 2201592 2265720
1069071,882543 1854085 665194 2774733 1894914
1069362,139004 275929 712209 255085 1516336
1069739,1053452 2778525 1244196 1386412 657183
1069956,2719617 139004 1864789 1749097 306724
1069971,882543 1624781 2719617 2592829 306724
1070004,882543 139004 712209 440569 1413540
1070346,1053452 2778525 1244196 1386412 657183
1070770,882543 139004 2774733 440569 1413540
1070853,139004 1966003 1423037 311317 1638971
1071359,882543 459760 139004 1413540 306724
1071445,1053452 2778525 1244196 1386412 657183
1071833,771416 841721 306724 81412 1124940
1071838,882543 1321367 2716452 440569 26304
1072221,771416 1516336 841721 306724 2767091
1072298,18872 1836572 1659407 1978534 1520888
1072661,533554 1068607 1876350 1098036 2260875
1072667,952102 139004 988140 134624 1413540
1072719,1230659 2470865 1480251 1413540 337370
1073141,592559 1155556 466934 392352 443752
1073213,543296 1983757 2778201 2358688 2828750
1073269,205032 985008 1975912 1701454 798447
1074355,1775397 1016436 1382937 2111288 2174644
1074359,882543 139004 275929 255085 397974
1074615,2462072 1086695 134458 2250299 2340784
1075057,209611 1843411 810648 1615362 907469
1075400,882543 2439554 49509 874570 1240745
1075415,317172 698651 2561741 1696792 654736
1075621,381044 2588490 914866 1134495 1300830
1075789,882543 1016436 2719617 1382937 139004
1075938,1785216 2223192 1292626 467643 2364918
1076073,771416 2366932 841721 1461004 306724
1076744,35677 2719617 2521990 2622613 1308655
1076828,988140 782713 134624 1952969 306724
1077457,1053452 2778525 1244196 1386412 657183
1078191,1053452 2778525 1244196 1386412 657183
1079082,801479 2143484 109031 1213969 1218780
1079480,2109924 671359 1520888 2400484 1680783
1079705,2719617 139004 2470865 190606 397974
1079945,882543 660938 243427 2779857 1187699
1080003,1624781 2044303 782713 238571 1952969
1080467,1053452 2778525 1244196 1386412 657183
1081620,830073 1165223 1319581 2629798 2372420
1081632,882543 139004 255085 440569 1413540
1081897,1280955 1905117 2168063 1384264 2441818
1081966,1165605 1129899 2371498 178401 2284421
1082020,712209 275929 397974 255085 440569
1082264,139004 771416 1749097 841721 306724
1082354,2521154 1659407 1516317 1724745 1382986
1083094,2719617 771416 1516336 841721 306724
1084028,882543 952102 988140 782713 2592829
1085180,1162250 2228294 397742 158526 1486947
1085216,2119782 1087340 1964142 384970 298535
1086333,1078888 2716452 731325 2158063 1419600
1086720,2094372 1966003 469386 1413540 2166538
1087472,307099 2132793 907363 138419 1423751
1087636,882543 2521535 420416 2728774 440569
1088206,1624781 952102 984114 782713 2713312
1088633,771416 370820 841721 306724 2767091
1088803,882543 2719617 771416 1516336 841721
1089214,275929 712209 255085 397974 2776360
1089389,139004 1230659 275929 255085 1413540
1089482,2719617 2716452 275929 712209 397974
1089525,801479 2719617 1516336 1213969 2366932
1089691,771416 2406712 144119 1516336 841721
1089839,882543 2719617 139004 1321367 2716452
1090114,1982016 615688 1604930 1290818 2229203
1090183,2489151 596753 2454919 2196249 2307899
1090888,1053452 2778525 1244196 1386412 657183
1091037,882543 139004 1615362 1413540 1976901
1091064,952102 1088987 2406712 2592829 144119
1091363,2348573 636889 1189146 2253107 1615362
1091397,1088987 2406712 144119 790148 64039
1091594,882543 1016436 1382937 139004 2774733
1092088,1096406 732576 2118699 468803 1654076
1092106,139004 2752423 2774733 2470865 275929
1092472,882543 2155146 2716452 1734843 190325
1092563,479851 1829565 1281739 453930 2486236
1093208,771416 275929 440569 841721 306724
1093260,1749097 431442 1968773 2726400 51108
1093360,882543 2719617 139004 440569 306724
1094123,1978534 1516336 370820 306724 1725193
1094887,984114 139004 2044303 134624 1516336
1094988,1078888 2207091 33197 1262298 2569166
1095256,882543 801479 1755502 2719617 2069813
1095562,139004 771416 2752423 1230659 1480251
1095792,1053452 2778525 1244196 1386412 657183
1096224,1776930 1369964 83465 2086053 470079
1096562,1053452 2778525 1244196 1386412 657183
1097223,882543 139004 1516336 1413540 306724
1098217,139004 771416 1516336 841721 306724
1098421,2719617 139004 771416 1516336 1413540
1098536,882543 712209 275929 255085 397974
1098883,771416 2406712 841721 64039 717673
1099956,1053452 2778525 1244196 1386412 657183
1099981,1321367 255085 397974 479595 2721098
1100049,1088987 144119 1516336 2307967 2578024
1101098,882543 1340660 139004 2230175 1809971
1101351,1624781 952102 134624 548859 306724
1101406,1053452 2778525 1244196 1386412 657183
1101486,139004 2713312 2592829 2192333 548859
1101487,882543 2719617 139004 771416 1413540
1101850,882543 139004 2752423 440569 1516336
1102444,1053452 2778525 1244196 1386412 657183
1103234,1053452 2778525 1244196 1386412 657183
1103383,161269 139004 2146119 2654710 2337997
1103539,139004 275929 255085 1516336 1413540
1103945,1477734 1932410 2824370 2335832 1552145
1104375,882543 984114 139004 2774733 238571
1104395,882543 952102 139004 988140 2192333
1104730,2719617 2146119 859242 26304 1840914
1105355,1020875 1615362 1976901 2488006 2420756
1106201,1867142 615530 1058763 641134 595394
1106227,882543 712209 275929 255085 397974
1106586,1056667 2784066 947360 880503 866038
1106694,1844001 1615362 316014 1763087 1976901
1107302,1078298 2562780 1360864 2268358 365263
1107681,1978534 2354859 1173526 1251638 2287939
1107796,882543 139004 1983719 2774733 21504
1108512,1189146 2253107 440569 370820 2478900
1108893,2348573 2705759 1861093 345338 1516336
1109122,882543 139004 665194 1413540 2075069
1109614,2752423 1321367 1596124 2270687 2721098
1109825,882543 636889 139004 1413540 1725193
1110972,1053452 2778525 1244196 1386412 657183
1111025,139004 2044303 2592829 2713312 2192333
1111551,2719617 771416 1516336 841721 306724
1111754,1624781 952102 2192333 238571 2592829
1111920,882543 952102 2719617 139004 238571
1112016,1755502 2143484 2621946 2366932 1213969
1112190,2719617 139004 2774733 1516336 841721
1112354,1078888 368471 2821965 2771189 1262298
1112707,1041709 1076904 1966003 1423037 1965994
